project_id,project_name,sector,ministry,implementing_agency,update_date,original_cost,revised_cost,expenditure_to_date,physical_progress_pct,milestones_planned,milestones_completed,cost_overrun_ratio,financial_completion_ratio,milestone_completion_ratio,burn_vs_progress_gap,elapsed_days,planned_duration_days,time_elapsed_ratio,progress_velocity,progress_trend_3,expenditure_trend_3,expected_progress_pct,progress_to_time_gap,cost_overrun_label,delay_label
P0001,Railways Infrastructure Project 1,Railways,Ministry of Railways,Agency Epsilon,2026-01-01,3964.55,4301.72,1823.33,36.93,30,11,0.08504622214374899,0.42386068828282636,0.36666666666666664,5.456068828282639,306,852,0.3591549295774648,0.40290322580645155,19.27,760.48,35.91549295774648,1.0145070422535198,1,1
P0001,Railways Infrastructure Project 1,Railways,Ministry of Railways,Agency Epsilon,2026-02-01,3964.55,4332.37,1988.84,38.19,30,10,0.09277723827420506,0.45906513063288684,0.3333333333333333,7.716513063288687,337,852,0.3955399061032864,0.040645161290322515,12.86,689.4299999999998,39.55399061032864,-1.363990610328642,1,1
P0001,Railways Infrastructure Project 1,Railways,Ministry of Railways,Agency Epsilon,2026-03-01,3964.55,4363.02,2021.19,39.92,30,13,0.10050825440466137,0.463254809741876,0.43333333333333335,6.405480974187597,365,852,0.4284037558685446,0.06178571428571443,15.48,381.59000000000015,42.840375586854464,-2.920375586854462,1,1
P0001,Railways Infrastructure Project 1,Railways,Ministry of Railways,Agency Epsilon,2026-04-01,3964.55,4393.67,2594.3,49.81,30,13,0.10823927053511745,0.5904630980478734,0.43333333333333335,9.23630980478734,396,852,0.4647887323943662,0.3190322580645161,12.880000000000003,770.9700000000003,46.478873239436616,3.331126760563386,1,1
P0001,Railways Infrastructure Project 1,Railways,Ministry of Railways,Agency Epsilon,2026-05-01,3964.55,4424.32,2800.54,51.19,30,14,0.11597028666557352,0.632987668161435,0.4666666666666667,12.108766816143508,426,852,0.5,0.04599999999999985,13.0,811.7,50.0,1.1899999999999977,1,1
P0001,Railways Infrastructure Project 1,Railways,Ministry of Railways,Agency Epsilon,2026-06-01,3964.55,4454.98,2888.56,56.25,30,15,0.12370382515039521,0.6483889938899838,0.5,8.588899388998385,457,852,0.5363849765258216,0.16322580645161297,16.33,867.3699999999999,53.63849765258216,2.61150234741784,1,1
P0001,Railways Infrastructure Project 1,Railways,Ministry of Railways,Agency Epsilon,2026-07-01,3964.55,4485.63,2926.17,56.98,30,18,0.13143484128085153,0.6523431491228657,0.6,8.254314912286581,487,852,0.5715962441314554,0.024333333333333228,7.169999999999995,331.8699999999999,57.159624413145536,-0.17962441314553956,1,1
P0001,Railways Infrastructure Project 1,Railways,Ministry of Railways,Agency Epsilon,2026-08-01,3964.55,4516.28,2997.91,57.55,30,16,0.1391658574113076,0.663800738661022,0.5333333333333333,8.830073866102197,518,852,0.607981220657277,0.01838709677419356,6.359999999999999,197.3699999999999,60.798122065727696,-3.2481220657276992,1,1
P0002,Power Infrastructure Project 2,Power,Ministry of Power,Agency Alpha,2025-03-01,821.19,825.31,112.51,3.0,16,0,0.005017109316966708,0.13632453259987157,0.0,10.632453259987157,0,975,0.0,0.0,0.0,0.0,0.0,3.0,0,1
P0002,Power Infrastructure Project 2,Power,Ministry of Power,Agency Alpha,2025-04-01,821.19,829.43,151.3,3.81,16,1,0.010034218633933554,0.1824144291863087,0.0625,14.43144291863087,31,975,0.031794871794871796,0.026129032258064518,0.0,0.0,3.1794871794871797,0.6305128205128203,0,1
P0002,Power Infrastructure Project 2,Power,Ministry of Power,Agency Alpha,2025-05-01,821.19,833.55,181.19,7.44,16,1,0.0150513279509004,0.21737148341431228,0.0625,14.297148341431228,61,975,0.06256410256410257,0.12100000000000001,0.0,0.0,6.256410256410256,1.183589743589744,0,1
P0002,Power Infrastructure Project 2,Power,Ministry of Power,Agency Alpha,2025-06-01,821.19,837.67,159.52,9.88,16,2,0.020068437267867247,0.19043298673702055,0.125,9.163298673702053,92,975,0.09435897435897436,0.07870967741935485,6.880000000000001,47.010000000000005,9.435897435897436,0.44410256410256466,0,1
P0002,Power Infrastructure Project 2,Power,Ministry of Power,Agency Alpha,2025-07-01,821.19,841.79,191.28,14.16,16,2,0.02508554658483409,0.22723006925717817,0.125,8.563006925717819,122,975,0.12512820512820513,0.14266666666666664,10.35,39.97999999999999,12.512820512820513,1.6471794871794874,0,1
P0002,Power Infrastructure Project 2,Power,Ministry of Power,Agency Alpha,2025-08-01,821.19,845.92,190.68,8.93,16,1,0.03011483335159939,0.2254113864195196,0.0625,13.61113864195196,153,975,0.15692307692307692,-0.16870967741935486,1.4899999999999993,9.490000000000009,15.692307692307692,-6.762307692307692,0,1
P0002,Power Infrastructure Project 2,Power,Ministry of Power,Agency Alpha,2025-09-01,821.19,850.04,211.83,15.75,16,2,0.035131942668566236,0.2492000376452873,0.125,9.17000376452873,184,975,0.18871794871794872,0.22,5.869999999999999,52.31,18.871794871794872,-3.1217948717948723,0,1
P0002,Power Infrastructure Project 2,Power,Ministry of Power,Agency Alpha,2025-10-01,821.19,854.16,187.21,13.69,16,1,0.040149051985533084,0.2191743935562424,0.0625,8.22743935562424,214,975,0.2194871794871795,-0.06866666666666668,-0.47000000000000064,-4.069999999999993,21.94871794871795,-8.25871794871795,0,1
P0002,Power Infrastructure Project 2,Power,Ministry of Power,Agency Alpha,2025-11-01,821.19,858.28,248.28,23.28,16,2,0.04516616130249993,0.2892762268723494,0.125,5.647622687234936,245,975,0.2512820512820513,0.30935483870967745,14.350000000000001,57.599999999999994,25.128205128205128,-1.8482051282051266,0,1
P0002,Power Infrastructure Project 2,Power,Ministry of Power,Agency Alpha,2025-12-01,821.19,862.4,306.05,27.64,16,3,0.05018327061946677,0.35488172541743973,0.1875,7.8481725417439705,275,975,0.28205128205128205,0.14533333333333331,11.89,94.22,28.205128205128204,-0.5651282051282038,0,1
P0002,Power Infrastructure Project 2,Power,Ministry of Power,Agency Alpha,2026-01-01,821.19,866.52,321.37,27.06,16,4,0.05520037993643362,0.37087430180492087,0.25,10.027430180492086,306,975,0.31384615384615383,-0.0187096774193549,13.37,134.16,31.384615384615383,-4.3246153846153845,0,1
P0002,Power Infrastructure Project 2,Power,Ministry of Power,Agency Alpha,2026-02-01,821.19,870.65,404.7,31.63,16,5,0.06022966670319892,0.46482513064951475,0.3125,14.852513064951477,337,975,0.34564102564102567,0.1474193548387097,8.349999999999998,156.42,34.56410256410257,-2.93410256410257,0,1
P0002,Power Infrastructure Project 2,Power,Ministry of Power,Agency Alpha,2026-03-01,821.19,874.77,395.18,32.56,16,6,0.06524677602016576,0.4517530322256136,0.375,12.615303222561359,365,975,0.37435897435897436,0.03321428571428583,4.920000000000002,89.13,37.43589743589744,-4.875897435897436,0,1
P0002,Power Infrastructure Project 2,Power,Ministry of Power,Agency Alpha,2026-04-01,821.19,878.89,359.79,31.95,16,4,0.07026388533713261,0.4093686354378819,0.25,8.986863543788186,396,975,0.40615384615384614,-0.019677419354838806,4.890000000000001,38.420000000000016,40.61538461538461,-8.665384615384614,0,1
P0002,Power Infrastructure Project 2,Power,Ministry of Power,Agency Alpha,2026-05-01,821.19,883.01,486.97,45.07,16,8,0.07528099465409946,0.5514886581125922,0.5,10.07886581125922,426,975,0.4369230769230769,0.43733333333333335,13.440000000000001,82.27000000000004,43.69230769230769,1.3776923076923069,0,1
P0002,Power Infrastructure Project 2,Power,Ministry of Power,Agency Alpha,2026-06-01,821.19,887.13,527.57,47.36,16,8,0.0802981039710663,0.5946929987713188,0.5,12.109299877131875,457,975,0.4687179487179487,0.07387096774193545,14.799999999999997,132.39000000000004,46.87179487179487,0.48820512820513073,0,1
P0002,Power Infrastructure Project 2,Power,Ministry of Power,Agency Alpha,2026-07-01,821.19,891.25,464.58,45.38,16,6,0.08531521328803315,0.5212678821879383,0.375,6.746788218793824,487,975,0.49948717948717947,-0.06599999999999989,13.430000000000003,104.78999999999996,49.94871794871795,-4.568717948717946,0,1
P0002,Power Infrastructure Project 2,Power,Ministry of Power,Agency Alpha,2026-08-01,821.19,895.38,541.65,48.14,16,9,0.09034450005479845,0.6049386852509548,0.5625,12.353868525095486,518,975,0.5312820512820513,0.08903225806451606,3.0700000000000003,54.67999999999995,53.12820512820513,-4.988205128205131,0,1
P0003,Water Infrastructure Project 3,Water,Ministry of Jal Shakti,Agency Gamma,2024-07-01,4140.94,4176.82,702.81,3.0,21,0,0.008664699319478213,0.1682643733749599,0.0,13.826437337495989,0,1004,0.0,0.0,0.0,0.0,0.0,3.0,1,1
P0003,Water Infrastructure Project 3,Water,Ministry of Jal Shakti,Agency Gamma,2024-08-01,4140.94,4212.69,632.05,3.0,21,0,0.017326983728332215,0.1500347758795449,0.0,12.003477587954489,31,1004,0.030876494023904383,0.0,0.0,0.0,3.087649402390438,-0.08764940239043817,1,1
P0003,Water Infrastructure Project 3,Water,Ministry of Jal Shakti,Agency Gamma,2024-09-01,4140.94,4248.56,375.63,3.0,21,0,0.02598926813718644,0.08841348598113243,0.0,5.8413485981132425,62,1004,0.061752988047808766,0.0,0.0,0.0,6.175298804780876,-3.1752988047808763,1,1
P0003,Water Infrastructure Project 3,Water,Ministry of Jal Shakti,Agency Gamma,2024-10-01,4140.94,4284.43,602.58,3.0,21,0,0.034651552546040444,0.14064414636252665,0.0,11.064414636252664,92,1004,0.09163346613545817,0.0,0.0,-100.2299999999999,9.163346613545817,-6.1633466135458175,1,1
P0003,Water Infrastructure Project 3,Water,Ministry of Jal Shakti,Agency Gamma,2024-11-01,4140.94,4320.3,1062.02,12.46,21,1,0.04331383695489444,0.24582089206768046,0.047619047619047616,12.122089206768045,123,1004,0.12250996015936255,0.30516129032258066,9.46,429.97,12.250996015936256,0.2090039840637452,1,1
P0003,Water Infrastructure Project 3,Water,Ministry of Jal Shakti,Agency Gamma,2024-12-01,4140.94,4356.18,1164.93,14.28,21,3,0.051978536274372655,0.2674200790600939,0.14285714285714285,12.462007906009392,153,1004,0.15239043824701196,0.06066666666666662,11.28,789.3000000000001,15.239043824701195,-0.9590438247011956,1,1
P0003,Water Infrastructure Project 3,Water,Ministry of Jal Shakti,Agency Gamma,2025-01-01,4140.94,4392.05,1088.78,14.7,21,3,0.06064082068322666,0.24789790644459875,0.14285714285714285,10.089790644459875,184,1004,0.18326693227091634,0.013548387096774191,11.7,486.19999999999993,18.326693227091635,-3.6266932270916357,1,1
P0003,Water Infrastructure Project 3,Water,Ministry of Jal Shakti,Agency Gamma,2025-02-01,4140.94,4427.92,1437.41,18.4,21,1,0.06930310509208067,0.3246242027859582,0.047619047619047616,14.062420278595823,215,1004,0.21414342629482072,0.11935483870967739,5.939999999999998,375.3900000000001,21.41434262948207,-3.0143426294820728,1,1
P0003,Water Infrastructure Project 3,Water,Ministry of Jal Shakti,Agency Gamma,2025-03-01,4140.94,4463.79,1658.49,24.93,21,4,0.07796538950093466,0.3715430161365118,0.19047619047619047,12.224301613651178,243,1004,0.24203187250996017,0.23321428571428576,10.65,493.55999999999995,24.203187250996017,0.7268127490039831,1,1
P0003,Water Infrastructure Project 3,Water,Ministry of Jal Shakti,Agency Gamma,2025-04-01,4140.94,4499.67,1865.83,30.01,21,6,0.08663008882041288,0.41465929723735295,0.2857142857142857,11.455929723735292,274,1004,0.2729083665338645,0.16387096774193555,15.310000000000002,777.05,27.290836653386453,2.7191633466135485,1,1
P0003,Water Infrastructure Project 3,Water,Ministry of Jal Shakti,Agency Gamma,2025-05-01,4140.94,4535.54,1239.24,21.57,21,5,0.09529237322926688,0.2732287665856767,0.23809523809523808,5.7528766585676685,304,1004,0.30278884462151395,-0.2813333333333334,3.1700000000000017,-198.17000000000007,30.278884462151396,-8.708884462151396,1,1
P0003,Water Infrastructure Project 3,Water,Ministry of Jal Shakti,Agency Gamma,2025-06-01,4140.94,4571.41,1908.9,34.07,21,4,0.10395465763812088,0.4175735713926338,0.19047619047619047,7.687357139263376,335,1004,0.3336653386454183,0.4032258064516129,9.14,250.41000000000008,33.36653386454183,0.7034661354581715,1,1
P0003,Water Infrastructure Project 3,Water,Ministry of Jal Shakti,Agency Gamma,2025-07-01,4140.94,4607.28,1563.61,28.23,21,5,0.1126169420469749,0.3393781146359674,0.23809523809523808,5.707811463596737,365,1004,0.36354581673306774,-0.19466666666666665,-1.7800000000000011,-302.22,36.354581673306775,-8.124581673306775,1,1
P0003,Water Infrastructure Project 3,Water,Ministry of Jal Shakti,Agency Gamma,2025-08-01,4140.94,4643.15,1994.56,34.37,21,6,0.12127922645582889,0.42957044247978204,0.2857142857142857,8.587044247978206,396,1004,0.3944223107569721,0.19806451612903217,12.799999999999997,755.3199999999999,39.44223107569721,-5.072231075697211,1,1
P0003,Water Infrastructure Project 3,Water,Ministry of Jal Shakti,Agency Gamma,2025-09-01,4140.94,4679.03,1948.19,35.27,21,6,0.1299439257753071,0.41636621265518714,0.2857142857142857,6.3666212655187095,427,1004,0.4252988047808765,0.02903225806451631,1.2000000000000028,39.289999999999964,42.52988047808765,-7.259880478087645,1,1
P0003,Water Infrastructure Project 3,Water,Ministry of Jal Shakti,Agency Gamma,2025-10-01,4140.94,4714.9,2551.92,44.93,21,10,0.1386062101841611,0.5412458376635773,0.47619047619047616,9.194583766357724,457,1004,0.4551792828685259,0.3219999999999999,16.7,988.3100000000002,45.51792828685259,-0.5879282868525877,1,1
P0003,Water Infrastructure Project 3,Water,Ministry of Jal Shakti,Agency Gamma,2025-11-01,4140.94,4750.77,2980.25,51.45,21,9,0.14726849459301533,0.6273193608615024,0.42857142857142855,11.281936086150239,488,1004,0.4860557768924303,0.21032258064516138,17.080000000000005,985.69,48.60557768924303,2.8444223107569755,1,1
P0003,Water Infrastructure Project 3,Water,Ministry of Jal Shakti,Agency Gamma,2025-12-01,4140.94,4786.64,2999.41,53.69,21,11,0.15593077900186933,0.626621178948072,0.5238095238095238,8.972117894807205,518,1004,0.5159362549800797,0.07466666666666649,18.419999999999995,1051.2199999999998,51.59362549800797,2.096374501992031,1,1
P0004,Transport Infrastructure Project 4,Transport,Ministry of Road Transport,Agency Beta,2025-05-01,4166.22,4165.12,308.65,5.08,10,0,-0.00026402830383425834,0.07410350722188076,0.0,2.3303507221880766,0,822,0.0,0.0,0.0,0.0,0.0,5.08,0,0
P0004,Transport Infrastructure Project 4,Transport,Ministry of Road Transport,Agency Beta,2025-06-01,4166.22,4164.02,449.27,11.96,10,1,-0.0005280566076682983,0.10789333384565875,0.1,-1.1706666154341256,31,822,0.037712895377128956,0.22193548387096776,0.0,0.0,3.7712895377128954,8.188710462287105,0,0
P0004,Transport Infrastructure Project 4,Transport,Ministry of Road Transport,Agency Beta,2025-07-01,4166.22,4162.92,702.9,19.1,10,1,-0.0007920849115025567,0.16884782796690784,0.1,-2.2152172033092192,61,822,0.07420924574209246,0.23800000000000002,0.0,0.0,7.420924574209247,11.679075425790755,0,0
P0004,Transport Infrastructure Project 4,Transport,Ministry of Road Transport,Agency Beta,2025-08-01,4166.22,4161.82,879.61,16.36,10,1,-0.001056113215336815,0.2113522449313041,0.1,4.775224493130413,92,822,0.11192214111922141,-0.08838709677419361,11.28,570.96,11.19221411192214,5.167785888077859,0,0
P0004,Transport Infrastructure Project 4,Transport,Ministry of Road Transport,Agency Beta,2025-09-01,4166.22,4160.72,731.69,19.32,10,1,-0.0013201415191708551,0.1758565825145648,0.1,-1.734341748543521,123,822,0.14963503649635038,0.09548387096774197,7.359999999999999,282.4200000000001,14.963503649635038,4.356496350364962,0,0
P0004,Transport Infrastructure Project 4,Transport,Ministry of Road Transport,Agency Beta,2025-10-01,4166.22,4159.62,904.15,22.84,10,2,-0.0015841698230051134,0.21736360532933297,0.2,-1.103639467066703,153,822,0.18613138686131386,0.11733333333333332,3.7399999999999984,201.25,18.613138686131386,4.226861313868614,0,0
P0004,Transport Infrastructure Project 4,Transport,Ministry of Road Transport,Agency Beta,2025-11-01,4166.22,4158.52,1292.25,28.58,10,2,-0.0018481981268391534,0.3107475736560122,0.2,2.4947573656012203,184,822,0.22384428223844283,0.1851612903225806,12.219999999999999,412.64,22.38442822384428,6.195571776155717,0,0
P0004,Transport Infrastructure Project 4,Transport,Ministry of Road Transport,Agency Beta,2025-12-01,4166.22,4157.42,1364.84,32.02,10,5,-0.002112226430673412,0.32829014148197677,0.5,0.8090141481976758,214,822,0.26034063260340634,0.11466666666666683,12.700000000000003,633.1499999999999,26.034063260340634,5.985936739659369,0,0
P0004,Transport Infrastructure Project 4,Transport,Ministry of Road Transport,Agency Beta,2026-01-01,4166.22,4156.32,1651.78,33.97,10,2,-0.00237625473450767,0.39741405859029144,0.2,5.771405859029144,245,822,0.2980535279805353,0.06290322580645148,11.129999999999999,747.63,29.80535279805353,4.164647201946469,0,0
P0004,Transport Infrastructure Project 4,Transport,Ministry of Road Transport,Agency Beta,2026-02-01,4166.22,4155.22,1649.86,40.72,10,3,-0.0026402830383417102,0.39705719552755325,0.3,-1.0142804472446727,276,822,0.3357664233576642,0.21774193548387097,12.14,357.6099999999999,33.57664233576642,7.1433576642335765,0,0
P0004,Transport Infrastructure Project 4,Transport,Ministry of Road Transport,Agency Beta,2026-03-01,4166.22,4154.12,1978.93,45.84,10,4,-0.0029043113421759682,0.4763776684351921,0.4,1.7977668435192058,304,822,0.36982968369829683,0.18285714285714302,13.82,614.0900000000001,36.982968369829685,8.857031630170319,0,0
P0004,Transport Infrastructure Project 4,Transport,Ministry of Road Transport,Agency Beta,2026-04-01,4166.22,4153.02,1657.18,41.16,10,4,-0.0031683396460100086,0.39903010339463807,0.4,-1.2569896605361919,335,822,0.4075425790754258,-0.1509677419354841,7.189999999999998,5.400000000000091,40.75425790754258,0.405742092457416,0,0
P0004,Transport Infrastructure Project 4,Transport,Ministry of Road Transport,Agency Beta,2026-05-01,4166.22,4151.92,2218.01,51.15,10,7,-0.0034323679498442666,0.5342130869573596,0.7,2.2713086957359607,365,822,0.4440389294403893,0.3330000000000001,10.43,568.1500000000003,44.40389294403893,6.746107055961069,0,0
P0004,Transport Infrastructure Project 4,Transport,Ministry of Road Transport,Agency Beta,2026-06-01,4166.22,4150.82,2399.04,56.09,10,5,-0.003696396253678525,0.5779677268587894,0.5,1.7067726858789385,396,822,0.48175182481751827,0.15935483870967757,10.25,420.1099999999999,48.175182481751825,7.914817518248178,0,0
P0004,Transport Infrastructure Project 4,Transport,Ministry of Road Transport,Agency Beta,2026-07-01,4166.22,4149.72,2642.01,62.07,10,6,-0.003960424557512565,0.636671871837136,0.6,1.5971871837136007,426,822,0.5182481751824818,0.19933333333333322,20.910000000000004,984.8300000000002,51.82481751824818,10.245182481751819,0,0
P0004,Transport Infrastructure Project 4,Transport,Ministry of Road Transport,Agency Beta,2026-08-01,4166.22,4148.62,2836.29,67.69,10,6,-0.004224452861346824,0.6836707145990715,0.6,0.6770714599071539,457,822,0.5559610705596107,0.1812903225806451,16.54,618.2799999999997,55.59610705596108,12.09389294403892,0,0
P0004,Transport Infrastructure Project 4,Transport,Ministry of Road Transport,Agency Beta,2026-09-01,4166.22,4147.52,2932.74,67.3,10,7,-0.004488481165180864,0.7071068976159246,0.7,3.410689761592465,488,822,0.5936739659367397,-0.01258064516129034,11.209999999999994,533.6999999999998,59.36739659367397,7.932603406326024,0,0
P0004,Transport Infrastructure Project 4,Transport,Ministry of Road Transport,Agency Beta,2026-10-01,4166.22,4146.42,2937.39,72.85,10,6,-0.004752509469015122,0.7084159347099425,0.6,-2.008406529005754,518,822,0.6301703163017032,0.18499999999999991,10.779999999999994,295.37999999999965,63.017031630170315,9.832968369829679,0,0
P0005,Railways Infrastructure Project 5,Railways,Ministry of Railways,Agency Beta,2025-06-01,1881.8,1895.09,174.0,3.0,28,2,0.007062387076203615,0.09181621981014094,0.07142857142857142,6.181621981014095,0,610,0.0,0.0,0.0,0.0,0.0,3.0,1,0
P0005,Railways Infrastructure Project 5,Railways,Ministry of Railways,Agency Beta,2025-07-01,1881.8,1908.38,160.15,3.0,28,1,0.014124774152407352,0.08391934520378541,0.03571428571428571,5.391934520378541,30,610,0.04918032786885246,0.0,0.0,0.0,4.918032786885246,-1.918032786885246,1,0
P0005,Railways Infrastructure Project 5,Railways,Ministry of Railways,Agency Beta,2025-08-01,1881.8,1921.66,366.29,5.99,28,1,0.02118184716760555,0.19061124236337335,0.03571428571428571,13.071124236337335,61,610,0.1,0.09645161290322582,0.0,0.0,10.0,-4.01,1,0
P0005,Railways Infrastructure Project 5,Railways,Ministry of Railways,Agency Beta,2025-09-01,1881.8,1934.95,547.59,15.54,28,4,0.028244234243809167,0.2829995607121631,0.14285714285714285,12.759956071216308,92,610,0.15081967213114755,0.30806451612903224,12.54,373.59000000000003,15.081967213114755,0.4580327868852443,1,0
P0005,Railways Infrastructure Project 5,Railways,Ministry of Railways,Agency Beta,2025-10-01,1881.8,1948.23,569.68,16.84,28,4,0.03530130725900737,0.2924090071500798,0.14285714285714285,12.400900715007978,122,610,0.2,0.043333333333333356,13.84,409.53,20.0,-3.16,1,0
P0005,Railways Infrastructure Project 5,Railways,Ministry of Railways,Agency Beta,2025-11-01,1881.8,1961.52,702.43,25.47,28,4,0.042363694335210984,0.35810493902687707,0.14285714285714285,10.340493902687705,153,610,0.25081967213114753,0.27838709677419354,19.479999999999997,336.13999999999993,25.08196721311475,0.38803278688524756,1,0
P0005,Railways Infrastructure Project 5,Railways,Ministry of Railways,Agency Beta,2025-12-01,1881.8,1974.8,776.79,33.8,28,9,0.049420767350409185,0.39335122544055096,0.32142857142857145,5.535122544055099,183,610,0.3,0.2776666666666666,18.259999999999998,229.19999999999993,30.0,3.799999999999997,1,0
P0005,Railways Infrastructure Project 5,Railways,Ministry of Railways,Agency Beta,2026-01-01,1881.8,1988.09,936.34,38.9,28,12,0.0564831544266128,0.47097465406495687,0.42857142857142855,8.197465406495688,214,610,0.35081967213114756,0.16451612903225812,22.06,366.6600000000001,35.08196721311476,3.81803278688524,1,0
P0005,Railways Infrastructure Project 5,Railways,Ministry of Railways,Agency Beta,2026-02-01,1881.8,2001.37,966.82,37.77,28,11,0.063540227441811,0.48307909082278644,0.39285714285714285,10.537909082278638,245,610,0.4016393442622951,-0.03645161290322566,12.300000000000004,264.3900000000001,40.16393442622951,-2.3939344262295066,1,0
P0005,Railways Infrastructure Project 5,Railways,Ministry of Railways,Agency Beta,2026-03-01,1881.8,2014.66,1036.72,38.65,28,12,0.07060261451801474,0.5145880694509247,0.42857142857142855,12.80880694509247,273,610,0.44754098360655736,0.031428571428571264,4.850000000000001,259.93000000000006,44.75409836065574,-6.10409836065574,1,0
P0005,Railways Infrastructure Project 5,Railways,Ministry of Railways,Agency Beta,2026-04-01,1881.8,2027.94,1156.82,45.86,28,13,0.07765968753321294,0.5704409400672603,0.4642857142857143,11.184094006726035,304,610,0.49836065573770494,0.23258064516129034,6.960000000000001,220.4799999999999,49.8360655737705,-3.976065573770498,1,0
P0005,Railways Infrastructure Project 5,Railways,Ministry of Railways,Agency Beta,2026-05-01,1881.8,2041.23,1449.28,58.99,28,16,0.08472207460941655,0.7100032823346707,0.5714285714285714,12.010328233467071,334,610,0.5475409836065573,0.43766666666666676,21.22,482.4599999999999,54.75409836065573,4.23590163934427,1,0
P0005,Railways Infrastructure Project 5,Railways,Ministry of Railways,Agency Beta,2026-06-01,1881.8,2054.52,1271.81,53.16,28,15,0.09178446168562017,0.6190302357728326,0.5357142857142857,8.74302357728326,365,610,0.5983606557377049,-0.18806451612903244,14.509999999999998,235.08999999999992,59.83606557377049,-6.676065573770494,1,0
P0005,Railways Infrastructure Project 5,Railways,Ministry of Railways,Agency Beta,2026-07-01,1881.8,2067.8,1679.81,67.16,28,17,0.0988415347008185,0.8123657994003287,0.6071428571428571,14.076579940032872,395,610,0.6475409836065574,0.4666666666666667,21.299999999999997,522.99,64.75409836065575,2.4059016393442505,1,0
P0005,Railways Infrastructure Project 5,Railways,Ministry of Railways,Agency Beta,2026-08-01,1881.8,2081.09,1587.0,65.67,28,19,0.1059039217770221,0.7625811473794982,0.6785714285714286,10.588114737949823,426,610,0.6983606557377049,-0.04806451612903209,6.68,137.72000000000003,69.83606557377048,-4.1660655737704815,1,0
